S.No,Issue Description,Location,Priority,Status,WCAG Guideline,Assigned To,Created Date,Recommendation
114,"Pressing Escape closes the entire dialog instead of collapsing the expanded combobox: When keyboard users expand the combobox (e.g., Your Product or Search Countries) and press the Escape (Esc) key, the entire dialog closes instead of first collapsing the expanded combobox/listbox. This prevents users from dismissing the currently expanded control without exiting the dialog, resulting in unexpected behavior and potential loss of context.

For users of screen readers and keyboard-only navigation, Esc is commonly expected to close only the active popup (such as a listbox or combobox popup). Closing the parent dialog instead interrupts the interaction and forces users to reopen the dialog and navigate back to their previous position.",Register,None,Not Started,2.1.1 Keyboard (Level A),Unassigned,01/01/1970,"Ensure the Escape key follows the expected interaction hierarchy:

When a combobox or listbox popup is expanded, pressing Esc should close only the popup and return focus to the associated combobox.
The parent dialog should remain open while any child popup is being dismissed.
Only when no child popup is open should pressing Esc close the dialog (if closing the dialog with Esc is supported).
Manage keyboard events so that the expanded combobox consumes the Escape key event before it reaches the dialog.

This behavior aligns with the expected interaction pattern for ARIA comboboxes and modal dialogs, providing a predictable and consistent experience for keyboard and assistive technology users."
115,"Country search combobox announces ""blank"" instead of the active country option: When keyboard and screen reader users expand the Search Countries combobox and navigate through the list of countries using the arrow keys, the screen reader announces ""blank"" instead of the currently focused country option. This occurs because the combobox input (role=""combobox"") has an empty aria-label (aria-label="""") and does not expose the active option to assistive technologies using aria-activedescendant.

As a result, users who rely on screen readers cannot identify which country is currently focused within the listbox, making it difficult or impossible to select the desired country.",Register,None,Not Started,"1.3.1 Info and Relationships (Level A)

4.1.2 Name, Role, Value (Level A)",Unassigned,01/01/1970,"Ensure the combobox follows the WAI-ARIA Combobox/Listbox Authoring Pattern by:

Providing a meaningful accessible name through a visible <label>, aria-labelledby, or a non-empty aria-label.
Updating the aria-activedescendant attribute on the combobox whenever the highlighted option changes so screen readers announce the active country.
Ensuring each option has a proper accessible name that includes the country name (and, if appropriate, the country code).
Verify with screen readers that navigating with the Up and Down Arrow keys announces the focused country rather than ""blank."""
116,"Insufficient color contrast for text: The contrast ratio between the foreground color of the placeholder text with its black background color is below the required 4.5:1 ratio.

 Foreground colour: #BABABA
 Background colour: #FFFFFF
 Contrast ratio: 1.9:1",Register,None,Not Started,1.4.3 Contrast (Minimum) (Level AA),Unassigned,01/01/1970,"Make sure that the contrast ratio between the element and its background is of at least 4.5:1.

For color compliant options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Resources:
Understanding contrast (minimum):
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html

Ensuring that a contrast ratio of at least 4.5:1 exists between text (and images of text):
https://www.w3.org/TR/WCAG20-TECHS/G18.html

Contrast (minimum):
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)"
117,"Form fields rely on placeholder text instead of visible labels: Multiple form fields throughout the Activate Your Warranty form do not have persistent visible labels. Instead, the fields rely solely on placeholder text (e.g., ""First Name"", ""Last Name"", ""Email"", ""Purchase Location"", ""Your Product"", ""Phone Number"", and ""Date Purchased"") and aria-label attributes to identify the inputs.

Although the fields have accessible names for screen readers through aria-label, the lack of visible labels creates usability and accessibility issues. Placeholder text disappears or becomes less prominent once users begin entering information, making it difficult for users to remember the purpose of each field. This particularly impacts users with cognitive disabilities, memory impairments, low vision, and those using screen magnification.",Register,None,Not Started,3.3.2 Labels or Instructions (Level A),Unassigned,01/01/1970,"Provide a persistent, visible <label> element for every form field.
Associate each label with its corresponding form control using the for attribute and the input's id.
Do not rely on placeholder text as the primary means of identifying form fields.
Placeholders may be used to provide examples or formatting guidance, but they should not replace visible labels.
Ensure custom controls, such as comboboxes and date fields, also have visible labels.

Example code:
<label for=""first_name"">First Name</label>
<input
    id=""first_name""
    type=""text""
    placeholder=""Enter your first name"">"
118,Missing heading mark-up: The 'Activate Your Warranty' text constitute as heading but not marke as such.,Register,None,Not Started,1.3.1 Info and Relationships (Level A),Unassigned,01/01/1970,"Use a heading tag <h2> for the mentioned text.

Example code:
<h2 class=""ql-font-nunito-sans"" style=""font-size: 36px; color: #373f47; font-family: Nunito-Sans-Klaviyo-Hosted, Arial, 'Helvetica Neue', Helvetica, sans-serif; font-weight: bold;"">Activate Your Warranty</h2>

Resources:
Organizing a page using headings:
https://www.w3.org/WAI/WCAG21/Techniques/general/G141"
119,"Interactive control lacks keyboard support and appropriate semantic role: The ""REGISTER NOW"" control is implemented using an anchor (<a>) element with an onclick event but without an href attribute. Since it performs an action (opening a registration form) rather than navigating to another page, it is not semantically a link.

Without an href, the element may not be keyboard focusable or operable in all browsers and assistive technologies. Additionally, screen readers may not identify it as an interactive button, resulting in inconsistent behavior and making it difficult for keyboard and assistive technology users to activate the control.",Register,None,Not Started,"2.1.1 Keyboard (Level A)

4.1.2 Name, Role, Value (Level A)

1.3.1 Info and Relationships (Level A)",Unassigned,01/01/1970,"Replace the anchor element with a native <button type=""button"">, as the control performs an action rather than navigation.
Ensure the control is fully operable using the keyboard, including activation with both Enter and Space keys.
If a native button cannot be used, add role=""button"", tabindex=""0"", and implement keyboard event handlers for both Enter and Space. However, using a native <button> is the recommended approach.
Ensure the control has an accessible name that clearly describes its purpose."
120,"Incorrect heading level: Incorrect heading level <h2> provided for 'REGISTER
YOUR PRODUCTS' text instead of <h1>.",Register,None,Not Started,1.3.1 Info and Relationships (Level A),Unassigned,01/01/1970,"Make sure heading levels are structured in a hierarchical manner. This makes navigation much faster for screen reader and keyboard users.

In this case, replace <h2> tag with <h1> element.

Example code:
<h1 class=""register-title"">
REGISTER <br>
YOUR PRODUCTS
</h1>

Resources
HeadingsMap extension:
https://chrome.google.com/webstore/detail/headingsmap/flbjommegcjonpdmenkdiocclhjacmbi

Headings and page structure:
https://www.w3.org/WAI/tutorials/page-structure/headings/"
121,"Page title does not accurately describe the page content: The page title is ""Blue Tees Golf"", which does not accurately identify the purpose of the current page. The page is used to Request Subscription Login Link, but this information is not reflected in the document title.

A meaningful and descriptive page title helps users, particularly screen reader users, identify the purpose of the page when navigating between browser tabs, bookmarks, or page history. Generic or inaccurate page titles make it difficult to distinguish between pages and understand their purpose.",Request Subscription Login Link,None,Not Started,2.4.2 Page Titled (Level A),Unassigned,01/01/1970,"Update the page title to accurately describe the page's purpose and include the website name where appropriate.
Ensure each page across the website has a unique, descriptive title that reflects its primary content or functionality.

Example:
<title>Request Subscription Login Link | Blue Tees Golf</title>"
122,"Validation error message is not announced to assistive technologies: When an invalid email address is entered, the validation message ""Invalid email"" is displayed visually; however, it is not programmatically announced to screen reader users when it appears.

Because the error message is not exposed as a live region or otherwise communicated to assistive technologies, users who are blind or have low vision may not be aware that a validation error has occurred. This makes it difficult to identify and correct the invalid input.",Request Subscription Login Link,None,Not Started,"3.3.1 Error Identification (Level A)

4.1.3 Status Messages (Level A)

3.3.3 Error Suggestion (Level AA)",Unassigned,01/01/1970,"Ensure validation error messages are announced automatically when they appear by using role=""alert"" or an appropriate live region such as aria-live=""assertive"".
Associate the error message with the corresponding form field using aria-describedby.
Set aria-invalid=""true"" on the input field when validation fails.
Ensure the error message is updated dynamically so assistive technologies announce changes without requiring the user to move focus."
123,"Insufficient color contrast for non-text content: The contrast ratio between the foreground color of the input fields's border with its background color is less than 3:1.

 Foreground colour: #D9D9D9
 Background colour: #FFFFFF
 Contrast ratio: 1.4:1",Request Subscription Login Link,None,Not Started,1.4.11 Non-text Contrast (Level AA 2.1 ),Unassigned,01/01/1970,"Ensure that the contrast ratio between the element and its background is of at least 3.0:1. 

Resources:
Non-text contrast:
https://www.w3.org/WAI/WCAG21/Understanding/non-text-contrast.html

Contrast (Minimum):
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)

Color contrast analyser:
https://www.tpgi.com/color-contrast-checker/"
124,Missing heading mark-up: The 'Request Subscription Login Link' text constitute as heading but not marke as such.,Request Subscription Login Link,None,Not Started,1.3.1 Info and Relationships (Level A),Unassigned,01/01/1970,"Use a heading tag <h1> for the mentioned text.

Example code:
<h1 class=""loop-h2"" bis_skin_checked=""1"">Request Subscription Login Link</h1>

Resources:
Organizing a page using headings:
https://www.w3.org/WAI/WCAG21/Techniques/general/G141"
125,Missing heading level 1 on the page: The html heading mark-up- H1 is missing on the webpage.,Custom Golf Gear & Branded Golf Accessories,None,Not Started,1.3.1 Info and Relationships (Level A),Unassigned,01/01/1970,"Add an <h1> tag to identify the main title of the page.

This allows users to quickly identify the beginning of the main content.

Resources:
HeadingsMap extension:
https://chrome.google.com/webstore/detail/headingsmap/

Headings and page structure:
https://www.w3.org/WAI/tutorials/page-structure/headings/"
126,"Auto-rotating image carousel does not provide pause and play controls: The website includes an automatically rotating image carousel that continuously scrolls through images without providing users with a mechanism to pause, stop, or restart the animation.

Because the carousel moves automatically for more than five seconds, users cannot control the moving content. This can make it difficult for users with cognitive disabilities, attention-related disabilities, vestibular disorders, or low vision to read surrounding content or focus on specific images. Keyboard and screen reader users also lack a mechanism to control the carousel's movement.

Additionally, the carousel contains multiple informative images whose alternative text should accurately describe the visual content rather than using generic or incorrect descriptions.",Custom Golf Gear & Branded Golf Accessories,None,Not Started,"2.2.2 Pause, Stop, Hide (Level A)

1.1.1 Non-text Content (Level A)",Unassigned,01/01/1970,"Provide visible Pause and Play controls that allow users to stop and restart the automatic rotation.
Ensure the controls are:
Keyboard accessible.
Operable by screen reader users.
Clearly labeled (e.g., Pause carousel and Play carousel).
Stop the automatic rotation when:
The keyboard focus enters the carousel.
The user's pointer hovers over the carousel (recommended best practice).
Ensure users can manually navigate between slides using accessible Previous and Next controls, where applicable.
Provide accurate alternative text for informative carousel images. Decorative images should use alt=""""."
127,"Insufficient color contrast for text: The contrast ratio between the foreground color of the blue text with its black background color is below the required 4.5:1 ratio.

 Foreground colour: #004DF5
 Background colour: #000000
 Contrast ratio: 3.4:1",Custom Golf Gear & Branded Golf Accessories,None,Not Started,1.4.3 Contrast (Minimum) (Level AA),Unassigned,01/01/1970,"Make sure that the contrast ratio between the element and its background is of at least 4.5:1.

For color compliant options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Resources:
Understanding contrast (minimum):
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html

Ensuring that a contrast ratio of at least 4.5:1 exists between text (and images of text):
https://www.w3.org/TR/WCAG20-TECHS/G18.html

Contrast (minimum):
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)"
128,"Multiple ""Learn more"" links have the same accessible name but different destinations: Across the website, multiple ""Learn more"" links are provided with the same accessible name (aria-label=""Learn more about Customize Your Golf Gear with 30-Day Turnaround – By Blue Tees Golf""), even though they navigate to different destinations.

Screen reader users often navigate pages by listing links. When several links have the same accessible name but lead to different pages or products, users cannot determine which link corresponds to which destination without additional context. This creates ambiguity and makes navigation less efficient.

In the provided example, all three links expose the same accessible name while linking to different resources, including different product pages and an external website.",Custom Golf Gear & Branded Golf Accessories,None,Not Started,2.4.4 Link Purpose (In Context) (Level A),Unassigned,01/01/1970,"Ensure each link has a unique and descriptive accessible name that clearly identifies its destination or purpose.
Include the associated product or content name within the visible link text or the accessible name.
Avoid reusing the same aria-label for links that navigate to different pages.
If the visible text remains ""Learn more,"" update the accessible name to include the specific product or content, for example:
""Learn more about Player GPS Speaker""
""Learn more about Series 4 Ultra Rangefinder""
""Learn more about Transit Backpack Review"""
129,"Dialog trigger is incorrectly implemented as a link and lacks required accessibility attributes: Multiple controls that open a dialog are implemented as links (<a>) instead of buttons, even though they perform an action rather than navigate to another page. For example, the ""CONTACT FOR PRICING"" control opens a modal dialog but is exposed to assistive technologies as a link.

Additionally, these dialog triggers do not communicate that they open a dialog because required ARIA attributes such as aria-haspopup=""dialog"" are missing. 

As a result, screen reader users may incorrectly expect navigation instead of a dialog opening, making the interaction confusing and inconsistent with user expectations.",Custom Golf Gear & Branded Golf Accessories,None,Not Started,"4.1.2 Name, Role, Value (Level A)

1.3.1 Info and Relationships (Level A)",Unassigned,01/01/1970,"Replace link elements that trigger dialogs with native <button> elements.
If a button cannot be used, ensure the custom control has role=""button"" and is fully keyboard accessible (although a native <button> is the preferred approach).
Add aria-haspopup=""dialog"" to indicate that activating the control opens a dialog.
Update aria-expanded dynamically (when applicable) to reflect whether the dialog is open or closed.
Associate the trigger with the dialog using aria-controls (when appropriate).
Ensure the dialog follows the WAI-ARIA Dialog Pattern, including proper focus management and returning focus to the triggering control when the dialog is closed."
130,Incorrect heading level: Incorrect heading level <h4> provided for 'Perform an Inspection' instead of <h1>.,Custom Golf Gear & Branded Golf Accessories,None,Not Started,1.3.1 Info and Relationships (Level A),Unassigned,01/01/1970,"Make sure heading levels are structured in a hierarchical manner. This makes navigation much faster for screen reader and keyboard users.

In this case, replace <h4> tag with <h3> element.

Example code:
<h3 class=""product-name"">Player+</h3>
(..)
<h3 class=""product-name"">TIPS Medium Backpack</h3>

Resources
HeadingsMap extension:
https://chrome.google.com/webstore/detail/headingsmap/flbjommegcjonpdmenkdiocclhjacmbi

Headings and page structure:
https://www.w3.org/WAI/tutorials/page-structure/headings/"
131,"Tab interface does not have proper tab structure and semantics: The tab component is not implemented using the required semantic tab structure. The tabs are created using a list (<ul>, <li>) and links (<a>), but they do not include the necessary ARIA roles, states, and relationships required for an accessible tab interface.

The current implementation does not identify the elements as tabs, does not expose the selected state programmatically, and does not establish a relationship between each tab and its associated tab panel.

Screen reader users may not understand that these elements function as tabs, which tab is currently selected, or how to navigate between available tab options. Keyboard users may also not receive the expected tab interaction behavior.",Custom Golf Gear & Branded Golf Accessories,None,Not Started,"2.1.1 Keyboard (Level A)

4.1.2 Name, Role, Value (Level A)

1.3.1 Info and Relationships (Level A)",Unassigned,01/01/1970,"Implement the component using the proper ARIA tab pattern:
Add role=""tablist"" to the container element.
Add role=""tab"" to each tab element.
Use aria-selected=""true"" for the currently active tab and aria-selected=""false"" for inactive tabs.
Add a unique id to each tab.
Associate each tab with its corresponding content panel using aria-controls.
Add role=""tabpanel"" to each tab content section.
Use aria-labelledby on each tab panel to reference the related tab.
Ensure keyboard interaction follows the expected tab pattern:
Arrow Left / Arrow Right keys move between tabs.
Enter or Space activates a tab if manual activation is used.
Tab moves focus into the active tab panel.
Ensure focus indication is visible for keyboard users.

Example code:
<div role=""tablist"" aria-label=""Product categories"">
  <button id=""popular-tab""
          role=""tab""
          aria-selected=""true""
          aria-controls=""popular-panel"">
    MOST POPULAR
  </button>

  <button id=""products-tab""
          role=""tab""
          aria-selected=""false""
          aria-controls=""products-panel"">
    ALL PRODUCTS
  </button>
</div>

<div id=""popular-panel""
     role=""tabpanel""
     aria-labelledby=""popular-tab"">
  ...
</div>

<div id=""products-panel""
     role=""tabpanel""
     aria-labelledby=""products-tab""
     hidden>
  ...
</div>"
132,"Missing heading mark-up: Images used within section headings contain meaningful visual information, but their alternative text does not accurately represent the content presented visually. The current alt text is either missing, generic, inaccurate, or does not provide an equivalent description of the information displayed in the image.

Since these images are associated with section headings, they provide important context and help users understand the purpose of the section. Screen reader users may not receive the same information available to sighted users if the image alternative text does not accurately describe the visual content.",Custom Golf Gear & Branded Golf Accessories,None,Not Started,1.3.1 Info and Relationships (Level A),Unassigned,01/01/1970,"Use a heading tag <h2> for the mentioned text.

Resources:
Organizing a page using headings:
https://www.w3.org/WAI/WCAG21/Techniques/general/G141"
133,"Video does not provide an accessible alternative or user controls for prerecorded content: The video element (<video>) is set to autoplay, muted, and loop continuously, but it does not provide visible playback controls or an accessible alternative such as captions, audio description, transcript, or a mechanism to pause/stop the motion.

Users who are sensitive to motion, users with cognitive disabilities, and users who rely on assistive technologies may not have a way to control or understand the continuously playing content. Additionally, users who are deaf or hard of hearing may not receive equivalent information if the video contains meaningful visual information without captions or a transcript.

The absence of controls prevents keyboard and screen reader users from pausing or stopping the moving content, which may create accessibility barriers.",Custom Golf Gear & Branded Golf Accessories,None,Not Started,"2.2.2 Pause, Stop, Hide (Level A)",Unassigned,01/01/1970,"Provide accessible video controls (controls attribute or custom accessible controls) that allow users to:
Pause and play the video.
Stop or restart playback.
Adjust volume where applicable.
Ensure controls are fully keyboard accessible and exposed correctly to assistive technologies.
Provide synchronized captions if the video contains spoken audio.
Provide an audio description or descriptive transcript if important visual information is not conveyed through audio.
Avoid automatically playing videos unless necessary. If autoplay is required:
Ensure the video is muted.
Provide a visible pause/stop mechanism.
Allow users to disable or control motion.
If the video is purely decorative, mark it appropriately so assistive technologies ignore it (for example, using appropriate labeling techniques and avoiding unnecessary announcement)."
134,"Multiple images across the website do not provide accurate alternative text for visual information: Across the website, multiple images contain meaningful visual information, but their alternative text (alt attribute) is either inaccurate, incomplete, generic, does not describe the visible content, or is incorrectly left empty.

In several instances, images that convey important information to users, such as product details, promotional visuals, or contextual content, do not have equivalent text alternatives. Additionally, some images use empty alternative text (alt="""") despite providing meaningful information, causing screen reader users to miss important content available to sighted users.

Incorrect or missing alternative text prevents users who are blind or have low vision from understanding the purpose and information conveyed by images. Screen reader users may receive unclear, misleading, or no information about the visual content.",Custom Golf Gear & Branded Golf Accessories,None,Not Started,1.1.1 Non-text Content (Level A),Unassigned,01/01/1970,"Review all images across the website and categorize them as either informative or decorative.
For informative images:
Provide concise and accurate alternative text that describes the purpose and relevant visual details.
Ensure the description conveys the same information available to sighted users.
Avoid generic text such as ""image,"" ""photo,"" ""graphic,"" or marketing phrases that do not describe the visual content.
For decorative images:
Use an empty alt="""" attribute so assistive technologies can ignore them.
Avoid leaving meaningful images without alternative text.
Establish image content guidelines to ensure future images include appropriate alternative text during content creation and publishing."
135,"Dialog does not manage keyboard focus in accordance with accessible dialog requirements: When the dialog is displayed, keyboard focus does not move to the dialog or its first interactive element. As a result, keyboard and screen reader users are not informed that a dialog has opened and may continue interacting with content behind the dialog.

Additionally, keyboard focus is not trapped within the active dialog, allowing users to tab to interactive elements in the background while the modal is open. The dialog also cannot be dismissed using the Escape (Esc) key, and when the dialog is closed using the Close button, keyboard focus is not returned to the element that triggered the dialog.

These issues make the dialog difficult to perceive, operate, and navigate for users who rely on keyboards and assistive technologies.",Get Instant Quote Screen,None,Not Started,"2.1.1 Keyboard (Level A)

2.4.3 Focus Order (Level A)

4.1.2 Name, Role, Value (Level A)

2.4.7 Focus Visible (Level AA)",Unassigned,01/01/1970,"When the dialog opens, move keyboard focus to:
The dialog container (if appropriate), or
The first meaningful interactive element within the dialog.
Ensure screen readers are notified that a modal dialog has opened by implementing the dialog according to the WAI-ARIA Dialog Pattern.
Trap keyboard focus within the dialog while it is open so that Tab and Shift + Tab cycle only through interactive elements inside the dialog.
Prevent keyboard users from accessing background content until the dialog is dismissed.
Allow users to close the dialog using the Escape (Esc) key.
When the dialog is closed, return keyboard focus to the element that opened the dialog.
Ensure all interactive controls within the dialog, including the Close button, are keyboard accessible and have an appropriate accessible name."
136,"Insufficient color contrast for text: The contrast ratio between the foreground color of the red error text with its background color is below the required 4.5:1 ratio.

 Foreground colour: #F2545B
 Background colour: #FFFFFF
 Contrast ratio: 3.4:1",Get Instant Quote Screen,None,Not Started,1.4.3 Contrast (Minimum) (Level AA),Unassigned,01/01/1970,"Make sure that the contrast ratio between the element and its background is of at least 4.5:1.

For color compliant options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Resources:
Understanding contrast (minimum):
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html

Ensuring that a contrast ratio of at least 4.5:1 exists between text (and images of text):
https://www.w3.org/TR/WCAG20-TECHS/G18.html

Contrast (minimum):
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)"
137,"Missing instruction for ""*"" mandatory fields: The form present provided with asterisk for the required fields but it does not have a instructive text stating ""* indicates required fields"".",Get Instant Quote Screen,None,Not Started,3.3.2 (Labels or Instructions) (Level A),Unassigned,01/01/1970,Clearly indicate required fields with an asterisk and provide a note explaining that fields marked with * are required.
138,"Insufficient color contrast for non-text content: The contrast ratio between the foreground color of the input fields's border with its background color is less than 3:1.

 Foreground colour: #CBD6E2
 Background colour: #F5F8FA
 Contrast ratio: 1.4:1",Get Instant Quote Screen,None,Not Started,1.4.11 Non-text Contrast (Level AA 2.1 ),Unassigned,01/01/1970,"Ensure that the contrast ratio between the element and its background is of at least 3.0:1. 

Resources:
Non-text contrast:
https://www.w3.org/WAI/WCAG21/Understanding/non-text-contrast.html

Contrast (Minimum):
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)

Color contrast analyser:
https://www.tpgi.com/color-contrast-checker/"
139,"Form validation errors are not announced and focus is not moved to the first field in error: When users activate the Submit button without completing the required fields, a validation error message is displayed; however, it is not announced to screen reader users. Additionally, keyboard focus remains on the Submit button instead of moving to the first form field that contains an error.

As a result, users of assistive technologies may not realize that form submission has failed or understand which fields require correction. Keyboard users must manually search for the invalid fields, making the form more difficult to complete.",Get Instant Quote Screen,None,Not Started,"3.3.1 Error Identification (Level A)

4.1.3 Status Messages (Level A)

3.3.3 Error Suggestion (Level AA)",Unassigned,01/01/1970,"Move keyboard focus to the first form field that contains a validation error after an unsuccessful form submission.
Ensure validation error messages are programmatically associated with their corresponding form fields using aria-describedby.
Mark invalid fields using aria-invalid=""true"".
Announce validation errors to screen reader users by using an appropriate live region (e.g., aria-live=""assertive"" or role=""alert""), or ensure the error message receives focus when appropriate.
Provide clear, descriptive error messages that explain the issue and how to correct it.
Ensure both the error summary (if provided) and inline field-specific errors are accessible to assistive technologies."
140,"Insufficient color contrast for text: The contrast ratio between the foreground color of the white text with its background color is below the required 4.5:1 ratio.

 Foreground colour: #FFFFFF
 Background colour: #FF7A59
 Contrast ratio: 2.6:1",Get Instant Quote Screen,None,Not Started,1.4.3 Contrast (Minimum) (Level AA),Unassigned,01/01/1970,"Make sure that the contrast ratio between the element and its background is of at least 4.5:1.

For color compliant options:
https://contrast-finder.tanaguru.com/
http://colorsafe.co/

Resources:
Understanding contrast (minimum):
https://www.w3.org/WAI/WCAG21/Understanding/contrast-minimum.html

Ensuring that a contrast ratio of at least 4.5:1 exists between text (and images of text):
https://www.w3.org/TR/WCAG20-TECHS/G18.html

Contrast (minimum):
https://www.w3.org/WAI/GL/low-vision-a11y-tf/wiki/Contrast_(Minimum)"
141,"Single validation error is incorrectly marked up as a list: When a validation error occurs, a single error message is presented using a list structure (<ul> and <li>), even though only one error is displayed.

Using list markup for a single item introduces unnecessary semantics that may cause screen readers to announce ""list with one item"" before the actual error message. This creates additional verbosity without providing meaningful structural information and may reduce the clarity of the validation feedback.",Get Instant Quote Screen,None,Not Started,1.3.1 Info and Relationships (Level A),Unassigned,01/01/1970,"Do not use list markup when only a single validation error is presented.
Use a simple text element such as a <p>, <div>, or <span> with role=""alert"" or an appropriate aria-live region to announce the error.
Reserve <ul> and <ol> elements for scenarios where multiple validation errors are presented.
Ensure the error message is programmatically associated with the corresponding form field using aria-describedby and that the invalid field is identified with aria-invalid=""true""."
142,"Inappropriate ARIA role applied to list element: The validation error container is implemented as a list (<ul>) but is assigned role=""alert"". While the intent is to announce the validation message, applying an alert role directly to a list is not an appropriate use of ARIA semantics.

The alert role is intended for status or message containers rather than list elements. Using an inappropriate ARIA role can result in inconsistent announcements across assistive technologies and may cause screen readers to interpret the content unexpectedly.",Get Instant Quote Screen,None,Not Started,1.3.1 Info and Relationships (Level A),Unassigned,01/01/1970,"Apply role=""alert"" (or an appropriate aria-live attribute) to a dedicated container such as a <div> or <p> that contains the error message, rather than to the <ul> element.
If only a single validation error is displayed, avoid using list markup altogether and present the error within a semantic text container.
Use list markup only when multiple validation errors need to be presented as a list.
Ensure the error message is programmatically associated with the corresponding form field using aria-describedby and mark the invalid field with aria-invalid=""true"".

Example code:
<div id=""email-error"" role=""alert"">
  Please complete this required field.
</div>"
143,"Close button has an inaccurate accessible name: The dialog's close control is provided with the accessible name ""Close Video"", even though it closes the entire dialog rather than a video.

An inaccurate accessible name can mislead screen reader users about the purpose of the control. Accessible names should clearly and accurately describe the action performed by the control. In this case, users may expect the button to stop or close only a video instead of dismissing the dialog.",Get Instant Quote Screen,None,Not Started,"4.1.2 Name, Role, Value (Level A)

2.5.3 Label in Name (Level A)",Unassigned,01/01/1970,"Update the accessible name to accurately describe the control's function.
Use a generic label such as ""Close"", unless the dialog has a more specific purpose that should be conveyed.
Ensure the accessible name matches the visible behavior of the control.

Example code:
<button type=""button""
        class=""closePop""
        aria-label=""Close"">
</button>"
144,"Dialog has an inaccurate accessible name: The modal dialog is exposed with the accessible name ""Contact Us Video Popup"", even though it contains a Contact Us form rather than a video.

An inaccurate accessible name can mislead screen reader users about the purpose of the dialog. When the dialog opens, assistive technologies announce its accessible name. Because the announced name does not match the dialog's actual content, users may expect video-related content instead of a form, causing confusion and making navigation less predictable.",Get Instant Quote Screen,None,Not Started,"4.1.2 Name, Role, Value (Level A)",Unassigned,01/01/1970,"Update the dialog's accessible name to accurately reflect its purpose and content.
Use an appropriate aria-label or reference a visible dialog heading using aria-labelledby.
Ensure the accessible name clearly identifies the dialog as a contact form."
145,"Menu toggle control does not provide an accessible name, semantic role, or expanded/collapsed state: The menu toggle is implemented using a non-semantic <div> element, making it inaccessible as an interactive control. Because it is not exposed as a button, assistive technologies do not identify it as an actionable element. Additionally, the control does not provide a meaningful accessible name or communicate whether the navigation menu is currently expanded or collapsed. As a result, screen reader users may not understand the control's purpose or current state, and keyboard users may be unable to operate it using standard keyboard interactions.",Header,None,Not Started,"1.3.1 Info and Relationships – Level A
2.1.1 Keyboard – Level A
4.1.2 Name, Role, Value – Level A",Unassigned,01/01/1970,"Implement the menu toggle using a native <button> element. Provide a descriptive accessible name such as ""Open menu"" or ""Close menu"", or a persistent name such as ""Menu"", depending on the implementation. Expose the current state using aria-expanded=""true"" or aria-expanded=""false"" and associate the button with the controlled navigation region using aria-controls where appropriate. Ensure the control is fully keyboard accessible and follows the expected button interaction pattern."
146,"Content gets cut off or overlaps when text spacing is adjusted: When users apply custom text spacing (such as increased line height, paragraph spacing, letter spacing, or word spacing), portions of the content become truncated, overlap adjacent content, or are no longer fully visible across the website. This can make text difficult or impossible to read for users with low vision, cognitive disabilities, dyslexia, or those who rely on custom stylesheet settings to improve readability.",Global,None,Not Started,1.4.12 Text Spacing – Level AA,Unassigned,01/01/1970,"Ensure that content reflows correctly when users apply text spacing values specified in WCAG without requiring horizontal scrolling or causing clipping, overlap, or loss of content. Avoid using fixed heights or containers that restrict text expansion, and allow sufficient space for content to resize naturally."
147,"Carousel pagination controls do not provide sufficient target size: The carousel pagination controls provide a target size that is smaller than the minimum recommended size for pointer input. Users with limited dexterity, tremors, or those using touch devices may find it difficult to accurately activate the intended control, increasing the likelihood of accidental activation or failed interactions.",Sale Page BFCM,None,Not Started,2.5.8 Target Size (Minimum) – Level AA (WCAG 2.2),Unassigned,01/01/1970,"Ensure each carousel pagination control provides a minimum interactive target size of 24 × 24 CSS pixels, or otherwise meets one of the exceptions defined in WCAG 2.5.8 (Target Size (Minimum)). Where increasing the visible size is not practical, enlarge the interactive area using padding or spacing while maintaining the existing visual appearance."
